,RefId,ExecutableType,ObjectName,componentClassID,contactInfo,description,name,SqlTaskData,File_path
597,Package\SEQ - Position Change Event\SEQ - Get List of FiscalDates to process,STOCK:SEQUENCE,SEQ - Get List of FiscalDates to process,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
598,Package\SEQ - Position Change Event\SEQ - Get List of FiscalDates to process\SQL - Get LastFiscalDate processed Successfully,Microsoft.ExecuteSQLTask,SQL - Get LastFiscalDate processed Successfully,,,,,"/* Get Last Fiscal Date processed successfully from AuditLog */

DECLARE @LastProcessedFiscalDate DATE;
DECLARE @FullDate DATE = (SELECT MAX(FullDate) FROM dbo.BaseEmployeeEventBN(NOLOCK) WHERE EventName='Position Change');

WITH LatestJobAuditByTaskName AS (
   SELECT TaskName, MAX(AuditId) AS LatestJobAudit
      FROM dbo.AuditLog (NOLOCK)
      WHERE (StatusCode = 1) AND (TaskName = 'BaseEmployeePositionChangeEvent') AND IsOverride = 0
      GROUP BY TaskName)

SELECT @LastProcessedFiscalDate = CAST(ja.BatchSplitByValue  AS DATE) 
   FROM dbo.AuditLog (NOLOCK) AS ja 
      INNER JOIN LatestJobAuditByTaskName AS lja ON lja.LatestJobAudit = ja.AuditId ;

SELECT CASE WHEN @FullDate IS NULL THEN ?
  ELSE ISNULL(@LastProcessedFiscalDate, '1900-01-01') 
    END AS LastProcessedFiscalDate;  ",DataLakeHRISToBase_BaseEmployeeEventBN
599,Package\SEQ - Position Change Event\SEQ - Get List of FiscalDates to process\SQL - Get LastFiscalDate processed Successfully during Override,Microsoft.ExecuteSQLTask,SQL - Get LastFiscalDate processed Successfully during Override,,,,,"/* Get Last Fiscal Date processed successfully from AuditLog for override only */

DECLARE @BatchOverrideID BIGINT = ?;
DECLARE @NewExecutionID VARCHAR(300) = ?;
DECLARE @ExecutionIDS TABLE (ExecutionID VARCHAR(300));
DECLARE @LastProcessedFiscalDate DATE;

IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchOverrideExecutions WHERE BatchOverrideID = @BatchOverrideID)
BEGIN 
 INSERT INTO dbo.ETLBatchOverrideExecutions (BatchOverrideID, ExecutionID) VALUES(@BatchOverrideID, @NewExecutionID )
END 
ELSE
 INSERT INTO @ExecutionIDS 
SELECT COALESCE(ExecutionID, '' )ExecutionID FROM dbo.ETLBatchOverrideExecutions WHERE BatchOverrideID = @BatchOverrideID;

WITH LatestJobAuditByTaskName AS (
SELECT TaskName, MAX(AuditId) AS LatestJobAudit
FROM dbo.AuditLog (NOLOCK)a
JOIN @ExecutionIDS e ON a.ExecutionID = e.ExecutionID
WHERE (StatusCode = 1) AND (TaskName = 'BaseEmployeePositionChangeEventBN') AND IsOverride = 1 
      GROUP BY TaskName)



SELECT @LastProcessedFiscalDate = CAST(ja.BatchSplitByValue  AS DATE) 
   FROM dbo.AuditLog (NOLOCK) AS ja 
      INNER JOIN LatestJobAuditByTaskName AS lja ON lja.LatestJobAudit = ja.AuditId ;

SELECT ISNULL(@LastProcessedFiscalDate, '1900-01-01') AS LastProcessedFiscalDate
",DataLakeHRISToBase_BaseEmployeeEventBN
600,Package\SEQ - Position Change Event\SEQ - Get List of FiscalDates to process\SQL - Get List of days to Process,Microsoft.ExecuteSQLTask,SQL - Get List of days to Process,,,,,"DECLARE @StartDate DATE = (SELECT CASE WHEN FullDate > FiscalWeekStartDate THEN DATEADD(DAY, 7, FiscalWeekStartDate)
            ELSE FiscalWeekStartDate 
          END AS FiscalWeekStartDate
         FROM dbo.DimDate WHERE FullDate = ?)
DECLARE @CurrentDate DATE = CAST(? AS DATE);
DECLARE @LastProcessedFiscalDate DATE = CAST(NULLIF(?, '1900-01-01') AS DATE);


IF (@LastProcessedFiscalDate IS NULL) 
 BEGIN
  SELECT DISTINCT FullDate
  FROM dbo.DimDate
  WHERE FullDate BETWEEN  @StartDate AND @CurrentDate
  UNION 
  SELECT @CurrentDate AS FullDate
  ORDER BY FullDate

 END
ELSE 
 BEGIN
  SELECT DISTINCT FullDate
  FROM dbo.DimDate
  WHERE (FullDate BETWEEN  @StartDate AND @CurrentDate)
  AND FullDate > @LastProcessedFiscalDate
  UNION 
  SELECT @CurrentDate AS FullDate
  ORDER BY FullDate
 END",DataLakeHRISToBase_BaseEmployeeEventBN
601,Package\SEQ - Position Change Event\SEQ - Get List of FiscalDates to process\SQL - Get List of Days to Process for override,Microsoft.ExecuteSQLTask,SQL - Get List of Days to Process for override,,,,,"DECLARE @OverrideStartDate DATE = ?;
DECLARE @OverrideEndDate DATE = ?;
DECLARE @LastProcessedFiscalDate DATE = CAST(NULLIF(?, '1900-01-01') AS DATE); 
DECLARE @CurrentDate DATE = CAST(? AS DATE);
DECLARE @Weekday VARCHAR(15) = (SELECT DATENAME(WEEKDAY, @OverrideEndDate));
DECLARE @FiscalWeekStartDate DATE = (SELECT FiscalWeekStartDate FROM dbo.DimDate WHERE FullDate = @CurrentDate)

IF (@Weekday <> 'Sunday' AND @OverrideEndDate > @FiscalWeekStartDate)
 BEGIN
  IF (@LastProcessedFiscalDate IS NULL)
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE FullDate  BETWEEN @OverrideStartDate AND @OverrideEndDate
    UNION 
    SELECT @CurrentDate AS FullDate 
    ORDER BY FullDate 
   END
  ELSE 
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE (FullDate  BETWEEN @OverrideStartDate AND @OverrideEndDate)
    AND FullDate > @LastProcessedFiscalDate
    UNION 
    SELECT @CurrentDate AS FullDate 
    ORDER BY FullDate 
   END
 END 
ELSE 
 BEGIN
  IF (@LastProcessedFiscalDate IS NULL)
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE FullDate BETWEEN @OverrideStartDate AND @OverrideEndDate
   END
  ELSE 
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE (FullDate  BETWEEN @OverrideStartDate AND @OverrideEndDate)
    AND FullDate > @LastProcessedFiscalDate
    ORDER BY FullDate 
   END
 END ",DataLakeHRISToBase_BaseEmployeeEventBN
602,Package\SEQ - Position Change Event\SEQ - Get List of FiscalDates to process\SQL - Get LoadStartDate,Microsoft.ExecuteSQLTask,SQL - Get LoadStartDate,,,,,"IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = 'BaseEmployeePositionChangeEventBN')
 BEGIN
  INSERT INTO dbo.ETLBatchControl (TableName,LastProcessedDate) VALUES ('BaseEmployeePositionChangeEventBN',?)
 END


DECLARE @LastProcessedDate DATETIME = (SELECT LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = 'BaseEmployeePositionChangeEventBN');
DECLARE @BaseCreatedDate DATETIME = (SELECT MAX(BaseCreatedDate) FROM dbo.BaseEmployeeEventBN where eventname='Position Change') ;

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
SET @LastProcessedDate = ?;

SELECT @LastProcessedDate AS LoadStartDate;",DataLakeHRISToBase_BaseEmployeeEventBN
603,Package\SEQ - Position Change Event\SEQ - Get List of FiscalDates to process\SQL - Get Start End Date while Overriding Batch,Microsoft.ExecuteSQLTask,SQL - Get Start End Date while Overriding Batch,,,,,"DECLARE @OverrideStartDate DATE;
DECLARE @OverrideEndDate DATE;
DECLARE @BatchOverrideID BIGINT;
DECLARE @IsOverride BIT;
DECLARE @PackageName VARCHAR(50) = 'BaseEmployeePositionChangeEventBN';

IF EXISTS
(
    SELECT 1
    FROM dbo.ETLBatchOverride
    WHERE TaskName = @PackageName
          AND IsActive = 1
)
BEGIN
    SELECT TOP 1
           @BatchOverrideID = BatchOverrideID,
           @OverrideStartDate = OverrideStartDate,
           @OverrideEndDate = OverrideEndDate
    FROM dbo.ETLBatchOverride
    WHERE TaskName = @PackageName
          AND IsActive = 1
    ORDER BY CreatedDate DESC;
    SET @IsOverride = 1;
END;
ELSE
BEGIN
    SET @OverrideStartDate =
    (
        SELECT LastProcessedDate
        FROM dbo.ETLBatchControl
        WHERE TableName = @PackageName
    );
    SET @OverrideEndDate = GETDATE();
    SET @IsOverride = 0;
END;
SELECT @BatchOverrideID AS BatchOverrideID,
       @OverrideStartDate AS OverrideStartDate,
       @OverrideEndDate AS OverrideEndDate,
       @IsOverride AS IsOverride;
",DataLakeHRISToBase_BaseEmployeeEventBN
604,Package\SEQ - Position Change Event\SEQ - Update Parent Audit Log,STOCK:SEQUENCE,SEQ - Update Parent Audit Log,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
605,Package\SEQ - Position Change Event\SEQ - Update Parent Audit Log\SQL - Update ETLBatchOverride,Microsoft.ExecuteSQLTask,SQL - Update ETLBatchOverride,,,,,"UPDATE dbo.ETLBatchOverride
SET IsActive = 0
         , LastProcessedDate = ?
WHERE TaskName = 'BaseEmployeePositionChangeEventBN'
AND IsActive = 1",DataLakeHRISToBase_BaseEmployeeEventBN
606,Package\SEQ - Position Change Event\SEQ - Update Parent Audit Log\SQL - Update LastProcessed Date,Microsoft.ExecuteSQLTask,SQL - Update LastProcessed Date,,,,,"UPDATE dbo.ETLBatchControl
SET LastProcessedDate = ?
, Status = 'Success'
WHERE TableName = 'BaseEmployeePositionChangeEventBN';",DataLakeHRISToBase_BaseEmployeeEventBN
607,Package\SEQ - Rehire Event,STOCK:SEQUENCE,SEQ - Rehire Event,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
608,Package\SEQ - Rehire Event\SEQ - Base Data Load,STOCK:SEQUENCE,SEQ - Base Data Load,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
609,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container,STOCK:FOREACHLOOP,Foreach Loop Container,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
610,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\DFT - Load new records From B0 into BN,Microsoft.Pipeline,DFT - Load new records From B0 into BN,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - BaseBN Table,,DataLakeHRISToBase_BaseEmployeeEventBN
611,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\DFT - Load new records From B0 into BN,Microsoft.Pipeline,DFT - Load new records From B0 into BN,Microsoft.RowCount,Row Count;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Counts rows as they pass through a data flow. For example, use the number of rows processed to determine whether or not to perform cleanup operations, or update text in an e-mail message to communicate processing status.",RC - Source Count,,DataLakeHRISToBase_BaseEmployeeEventBN
612,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\DFT - Load new records From B0 into BN,Microsoft.Pipeline,DFT - Load new records From B0 into BN,Microsoft.OLEDBSource,OLE DB Source;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;7,OLE DB Source,SRC - Base B0 table,,DataLakeHRISToBase_BaseEmployeeEventBN
613,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container,STOCK:FOREACHLOOP,Foreach Loop Container,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
614,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container\DFT - Load new records From B0 into BN,Microsoft.Pipeline,DFT - Load new records From B0 into BN,Microsoft.OLEDBDestination,OLE DB Destination;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;4,OLE DB Destination,DST - BaseBN Table,,DataLakeHRISToBase_BaseEmployeeEventBN
615,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container\DFT - Load new records From B0 into BN,Microsoft.Pipeline,DFT - Load new records From B0 into BN,Microsoft.RowCount,Row Count;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;0,"Counts rows as they pass through a data flow. For example, use the number of rows processed to determine whether or not to perform cleanup operations, or update text in an e-mail message to communicate processing status.",RC - Source Count,,DataLakeHRISToBase_BaseEmployeeEventBN
616,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container\DFT - Load new records From B0 into BN,Microsoft.Pipeline,DFT - Load new records From B0 into BN,Microsoft.OLEDBSource,OLE DB Source;Microsoft Corporation; Microsoft SQL Server; (C) Microsoft Corporation; All Rights Reserved; http://www.microsoft.com/sql/support;7,OLE DB Source,SRC - Base B0 table,,DataLakeHRISToBase_BaseEmployeeEventBN
617,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container\SQL -  Delete if exists,Microsoft.ExecuteSQLTask,SQL -  Delete if exists,,,,,"DECLARE @FiscalUpdateDate DATE = ?

    DELETE FROM dbo.BaseEmployeeEventBN WHERE FullDate =  @FiscalUpdateDate  and EventName='Rehire';
  
    SELECT @@ROWCOUNT AS DeleteCount ;",DataLakeHRISToBase_BaseEmployeeEventBN
618,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container\SQL - Begin Base Load Audit Log,Microsoft.ExecuteSQLTask,SQL - Begin Base Load Audit Log,,,,,"DECLARE @FiscalDate DATE = ?;
DECLARE @BatchSplitByName VARCHAR(20);



 BEGIN
  SET @BatchSplitByName = 'FiscalDate'
 END


EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, 'BaseEmployeeRehireEventUpdates', ?,@BatchSplitByName, @FiscalDate;
GO",DataLakeHRISToBase_BaseEmployeeEventBN
619,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container\SQL - End Landing Audit Log,Microsoft.ExecuteSQLTask,SQL - End Landing Audit Log,,,,,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?, ?
GO",DataLakeHRISToBase_BaseEmployeeEventBN
620,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\Foreach Loop Container\SQL - Get Insert Count,Microsoft.ExecuteSQLTask,SQL - Get Insert Count,,,,,"SELECT COUNT(1) AS InsertCount 
FROM dbo.BaseEmployeeEventBN where Eventname='Rehire'
 and Fulldate= ?;

/* Set source count to Insert + Delete */

SET ? = ? + ?;",DataLakeHRISToBase_BaseEmployeeEventBN
621,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\SQL -  Delete if exists,Microsoft.ExecuteSQLTask,SQL -  Delete if exists,,,,,"DECLARE @FiscalDate DATE = ?
DECLARE @CurrentDate DATE = ?

DECLARE @DeleteCount INT = ?;
DECLARE @ISOverride BIT = ?

IF @ISOverride = 1
 BEGIN
  DELETE FROM dbo.BaseEmployeeEventBN WHERE FullDate =  @FiscalDate and EventName='Rehire';

  SET @DeleteCount = (SELECT @@ROWCOUNT );
  SELECT @DeleteCount AS DeleteCount;
 END 
ELSE 
 BEGIN
    
  
        
  /* Delete if data exists before loading during the reload */
  
  IF (EXISTS ( SELECT 1 FROM dbo.BaseEmployeeEventBN WHERE FullDate = @FiscalDate and EventName='Rehire'))
   BEGIN
    DELETE FROM dbo.BaseEmployeeEventBN WHERE FullDate =  @FiscalDate  and EventName='Rehire';
  
    SET @DeleteCount = (SELECT @@ROWCOUNT);
   END
  ELSE 
    
  SET @DeleteCount = (SELECT @@ROWCOUNT);
  SELECT @DeleteCount AS DeleteCount;
 END",DataLakeHRISToBase_BaseEmployeeEventBN
622,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\SQL - Begin Base Load Audit Log,Microsoft.ExecuteSQLTask,SQL - Begin Base Load Audit Log,,,,,"DECLARE @FiscalDate DATE = ?;
DECLARE @BatchSplitByName VARCHAR(20);



 BEGIN
  SET @BatchSplitByName = 'FiscalDate'
 END


EXECUTE [dbo].[spBeginAuditLog] ? OUTPUT, 'BaseEmployeeRehireEvent', ?,@BatchSplitByName, @FiscalDate;
GO",DataLakeHRISToBase_BaseEmployeeEventBN
623,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\SQL - End Landing Audit Log,Microsoft.ExecuteSQLTask,SQL - End Landing Audit Log,,,,,"EXECUTE [dbo].[spEndAuditLog] ?, ?, ?, ?, ?, ?, ?
GO",DataLakeHRISToBase_BaseEmployeeEventBN
624,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\SQL - Get Insert Count,Microsoft.ExecuteSQLTask,SQL - Get Insert Count,,,,,"SELECT COUNT(1) AS InsertCount 
FROM dbo.BaseEmployeeEventBN
WHERE InsertAuditID = ? AND EventName='Rehire';

/* Set source count to Insert + Delete */

SET ? = ? + ?;",DataLakeHRISToBase_BaseEmployeeEventBN
625,Package\SEQ - Rehire Event\SEQ - Base Data Load\Foreach Loop Container\SQL - Get List of days to Process Updates,Microsoft.ExecuteSQLTask,SQL - Get List of days to Process Updates,,,,,"SELECT DISTINCT  date_start  FROM  HR_Base.dbo.PER_PERIODS_OF_SERVICE_B0 s with (nolock) 
JOIN HR_Base.dbo.PER_ALL_ASSIGNMENTS_F_B0 a with (nolock) ON s.period_of_service_id = a.period_of_service_id 
WHERE s.person_id IN (
SELECT DISTINCT s.person_id  FROM  HR_Base.dbo.PER_PERIODS_OF_SERVICE_B0History s with (nolock) 
JOIN HR_Base.dbo.PER_ALL_ASSIGNMENTS_F_B0History a with (nolock) on s.period_of_service_id=a.period_of_service_id 
WHERE CONVERT(date, SWITCHOFFSET(s.BaseUTCEndDate, DATEPART(TZOFFSET, 
s.BaseUTCEndDate AT TIME ZONE 'Pacific Standard Time')))=CAST(? AS DATE)
 AND  date_start IS NOT NULL AND assignment_number   LIKE '%-%'  AND date_start>=DATEADD(YEAR,-7,format(GETDATE(),'yyyy')))
AND  date_start IS NOT NULL AND assignment_number   LIKE '%-%'  AND date_start>=DATEADD(YEAR,-7,format(GETDATE(),'yyyy'))
UNION
SELECT DISTINCT date_start FROM  HR_Base.dbo.PER_PERIODS_OF_SERVICE_B0History s with (nolock) 
JOIN HR_Base.dbo.PER_ALL_ASSIGNMENTS_F_B0History a with (nolock) on s.period_of_service_id=a.period_of_service_id
 WHERE CONVERT(date, SWITCHOFFSET(s.BaseUTCEndDate, DATEPART(TZOFFSET, 
s.BaseUTCEndDate AT TIME ZONE 'Pacific Standard Time')))=CAST(? AS DATE) 
 AND  date_start IS NOT NULL AND assignment_number  LIKE '%-%'  AND date_start>=DATEADD(YEAR,-7,format(GETDATE(),'yyyy'))
UNION
 select distinct DateStart From PerPeriodsB10 with (nolock) where ActualTerminationDate is null and  PersonID in (
select PersonID From PerPeriodsB10
except 
select PersonID from BaseEmployeeEventBN with (nolock) )
UNION
 select distinct DateStart From PerPeriodsB10 with (nolock) where DateStart>getdate()",DataLakeHRISToBase_BaseEmployeeEventBN
626,Package\SEQ - Rehire Event\SEQ - Get List of FiscalDates to process,STOCK:SEQUENCE,SEQ - Get List of FiscalDates to process,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
627,Package\SEQ - Rehire Event\SEQ - Get List of FiscalDates to process\SQL - Get LastFiscalDate processed Successfully,Microsoft.ExecuteSQLTask,SQL - Get LastFiscalDate processed Successfully,,,,,"/* Get Last Fiscal Date processed successfully from AuditLog */

DECLARE @LastProcessedFiscalDate DATE;
DECLARE @FullDate DATE = (SELECT MAX(FullDate) FROM dbo.BaseEmployeeEventBN(NOLOCK) WHERE EventName='Rehire');

WITH LatestJobAuditByTaskName AS (
   SELECT TaskName, MAX(AuditId) AS LatestJobAudit
      FROM dbo.AuditLog (NOLOCK)
      WHERE (StatusCode = 1) AND (TaskName = 'BaseEmployeeRehireEvent') AND IsOverride = 0
      GROUP BY TaskName)

SELECT @LastProcessedFiscalDate = CAST(ja.BatchSplitByValue  AS DATE) 
   FROM dbo.AuditLog (NOLOCK) AS ja 
      INNER JOIN LatestJobAuditByTaskName AS lja ON lja.LatestJobAudit = ja.AuditId ;

SELECT CASE WHEN @FullDate IS NULL THEN ?
  ELSE ISNULL(@LastProcessedFiscalDate, '1900-01-01') 
    END AS LastProcessedFiscalDate;  ",DataLakeHRISToBase_BaseEmployeeEventBN
628,Package\SEQ - Rehire Event\SEQ - Get List of FiscalDates to process\SQL - Get LastFiscalDate processed Successfully during Override,Microsoft.ExecuteSQLTask,SQL - Get LastFiscalDate processed Successfully during Override,,,,,"/* Get Last Fiscal Date processed successfully from AuditLog for override only */

DECLARE @BatchOverrideID BIGINT = ?;
DECLARE @NewExecutionID VARCHAR(300) = ?;
DECLARE @ExecutionIDS TABLE (ExecutionID VARCHAR(300));
DECLARE @LastProcessedFiscalDate DATE;

IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchOverrideExecutions WHERE BatchOverrideID = @BatchOverrideID)
BEGIN 
 INSERT INTO dbo.ETLBatchOverrideExecutions (BatchOverrideID, ExecutionID) VALUES(@BatchOverrideID, @NewExecutionID )
END 
ELSE
 INSERT INTO @ExecutionIDS 
SELECT COALESCE(ExecutionID, '' )ExecutionID FROM dbo.ETLBatchOverrideExecutions WHERE BatchOverrideID = @BatchOverrideID;

WITH LatestJobAuditByTaskName AS (
SELECT TaskName, MAX(AuditId) AS LatestJobAudit
FROM dbo.AuditLog (NOLOCK)a
JOIN @ExecutionIDS e ON a.ExecutionID = e.ExecutionID
WHERE (StatusCode = 1) AND (TaskName = 'BaseEmployeeRehireEventBN') AND IsOverride = 1 
      GROUP BY TaskName)



SELECT @LastProcessedFiscalDate = CAST(ja.BatchSplitByValue  AS DATE) 
   FROM dbo.AuditLog (NOLOCK) AS ja 
      INNER JOIN LatestJobAuditByTaskName AS lja ON lja.LatestJobAudit = ja.AuditId ;

SELECT ISNULL(@LastProcessedFiscalDate, '1900-01-01') AS LastProcessedFiscalDate
",DataLakeHRISToBase_BaseEmployeeEventBN
629,Package\SEQ - Rehire Event\SEQ - Get List of FiscalDates to process\SQL - Get List of days to Process,Microsoft.ExecuteSQLTask,SQL - Get List of days to Process,,,,,"DECLARE @StartDate DATE = (SELECT CASE WHEN FullDate > FiscalWeekStartDate THEN DATEADD(DAY, 7, FiscalWeekStartDate)
            ELSE FiscalWeekStartDate 
          END AS FiscalWeekStartDate
         FROM dbo.DimDate WHERE FullDate = ?)
DECLARE @CurrentDate DATE = CAST(? AS DATE);
DECLARE @LastProcessedFiscalDate DATE = CAST(NULLIF(?, '1900-01-01') AS DATE);


IF (@LastProcessedFiscalDate IS NULL) 
 BEGIN
  SELECT DISTINCT FullDate
  FROM dbo.DimDate
  WHERE FullDate BETWEEN  @StartDate AND @CurrentDate
  UNION 
  SELECT @CurrentDate AS FullDate
  ORDER BY FullDate

 END
ELSE 
 BEGIN
  SELECT DISTINCT FullDate
  FROM dbo.DimDate
  WHERE (FullDate BETWEEN  @StartDate AND @CurrentDate)
  AND FullDate > @LastProcessedFiscalDate
  UNION 
  SELECT @CurrentDate AS FullDate
  ORDER BY FullDate
 END",DataLakeHRISToBase_BaseEmployeeEventBN
630,Package\SEQ - Rehire Event\SEQ - Get List of FiscalDates to process\SQL - Get List of Days to Process for override,Microsoft.ExecuteSQLTask,SQL - Get List of Days to Process for override,,,,,"DECLARE @OverrideStartDate DATE = ?;
DECLARE @OverrideEndDate DATE = ?;
DECLARE @LastProcessedFiscalDate DATE = CAST(NULLIF(?, '1900-01-01') AS DATE); 
DECLARE @CurrentDate DATE = CAST(? AS DATE);
DECLARE @Weekday VARCHAR(15) = (SELECT DATENAME(WEEKDAY, @OverrideEndDate));
DECLARE @FiscalWeekStartDate DATE = (SELECT FiscalWeekStartDate FROM dbo.DimDate WHERE FullDate = @CurrentDate)

IF (@Weekday <> 'Sunday' AND @OverrideEndDate > @FiscalWeekStartDate)
 BEGIN
  IF (@LastProcessedFiscalDate IS NULL)
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE FullDate  BETWEEN @OverrideStartDate AND @OverrideEndDate
    UNION 
    SELECT @CurrentDate AS FullDate 
    ORDER BY FullDate 
   END
  ELSE 
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE (FullDate  BETWEEN @OverrideStartDate AND @OverrideEndDate)
    AND FullDate > @LastProcessedFiscalDate
    UNION 
    SELECT @CurrentDate AS FullDate 
    ORDER BY FullDate 
   END
 END 
ELSE 
 BEGIN
  IF (@LastProcessedFiscalDate IS NULL)
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE FullDate BETWEEN @OverrideStartDate AND @OverrideEndDate
   END
  ELSE 
   BEGIN
    SELECT DISTINCT FullDate 
    FROM dbo.DimDate
    WHERE (FullDate  BETWEEN @OverrideStartDate AND @OverrideEndDate)
    AND FullDate > @LastProcessedFiscalDate
    ORDER BY FullDate 
   END
 END ",DataLakeHRISToBase_BaseEmployeeEventBN
631,Package\SEQ - Rehire Event\SEQ - Get List of FiscalDates to process\SQL - Get LoadStartDate,Microsoft.ExecuteSQLTask,SQL - Get LoadStartDate,,,,,"IF NOT EXISTS (SELECT 1 FROM dbo.ETLBatchControl WHERE TableName = 'BaseEmployeeRehireEventBN')
 BEGIN
  INSERT INTO dbo.ETLBatchControl (TableName,LastProcessedDate) VALUES ('BaseEmployeeRehireEventBN',?)
 END


DECLARE @LastProcessedDate DATETIME = (SELECT LastProcessedDate FROM dbo.ETLBatchControl WHERE TableName = 'BaseEmployeeRehireEventBN');
DECLARE @BaseCreatedDate DATETIME = (SELECT MAX(BaseCreatedDate) FROM dbo.BaseEmployeeEventBN where eventname='Rehire') ;

IF @LastProcessedDate IS NULL OR @BaseCreatedDate IS NULL
SET @LastProcessedDate = ?;

SELECT @LastProcessedDate AS LoadStartDate;",DataLakeHRISToBase_BaseEmployeeEventBN
632,Package\SEQ - Rehire Event\SEQ - Get List of FiscalDates to process\SQL - Get Start End Date while Overriding Batch,Microsoft.ExecuteSQLTask,SQL - Get Start End Date while Overriding Batch,,,,,"DECLARE @OverrideStartDate DATE;
DECLARE @OverrideEndDate DATE;
DECLARE @BatchOverrideID BIGINT;
DECLARE @IsOverride BIT;
DECLARE @PackageName VARCHAR(50) = 'BaseEmployeeRehireEventBN';

IF EXISTS
(
    SELECT 1
    FROM dbo.ETLBatchOverride
    WHERE TaskName = @PackageName
          AND IsActive = 1
)
BEGIN
    SELECT TOP 1
           @BatchOverrideID = BatchOverrideID,
           @OverrideStartDate = OverrideStartDate,
           @OverrideEndDate = OverrideEndDate
    FROM dbo.ETLBatchOverride
    WHERE TaskName = @PackageName
          AND IsActive = 1
    ORDER BY CreatedDate DESC;
    SET @IsOverride = 1;
END;
ELSE
BEGIN
    SET @OverrideStartDate =
    (
        SELECT LastProcessedDate
        FROM dbo.ETLBatchControl
        WHERE TableName = @PackageName
    );
    SET @OverrideEndDate = GETDATE();
    SET @IsOverride = 0;
END;
SELECT @BatchOverrideID AS BatchOverrideID,
       @OverrideStartDate AS OverrideStartDate,
       @OverrideEndDate AS OverrideEndDate,
       @IsOverride AS IsOverride;
",DataLakeHRISToBase_BaseEmployeeEventBN
633,Package\SEQ - Rehire Event\SEQ - Update Parent Audit Log,STOCK:SEQUENCE,SEQ - Update Parent Audit Log,,,,,,DataLakeHRISToBase_BaseEmployeeEventBN
